,class,predicted,top_10_tokens
1787,3,8,"['软件维护', '医疗卫生', '医疗保障', '收入', '医保', '软件', '机构', '信息化', '信息技术服务业', '医院', '人社部', '参保', '莲合', '平台', '软硬件', '社会保障', '卫生计生委', '数据', '疗养院', '软件开发', '人社', '门诊部', '系统升级', '卫生院', '疾病防治', '疾病预防控制中心', '妇幼保健', '社区卫生服务中心', '专科', '管理机构', '药店', '故障']"
1788,7,3,"['牛肉', '屠宰', '牛扒', '安徽地区', '排酸', '育肥牛', '烹调', '雪花牛肉', '肉牛', '调理', '餐饮企业', '育肥', '食品加工', '分割', '积淀', '加工', '品牌知名度', '繁育', '市场', '高档', '十多年', '安徽', '声誉', '连锁', '山东', '浙江', '知名度', '深度', '养殖', '竞争', '较高', '产品质量']"
1789,7,10,"['长期', '巴氏杀菌乳', '调制乳', '一大部分', '发酵乳', '信任度', '五年以上', '这部分', '订购', '稳定', '极高', '有助于', '能为', '液体', '带来', '盈利', '一批', '口碑', '超过', '区域', '合作关系', '优质', '能力', '积累', '各类', '营业收入', '销售', '经营', '研发', '乳', 'UNKNOWN', 'UNKNOWN']"
1790,3,1,"['自动化', '分销', '工业', '初见端倪', '业务', '系统集成', '本土', '潜力', '半导体', '工业机器人', '水处理', '机床', '太阳能', '9月', '来源', '主营', '经审计', '规模', '2013年度', '软硬件', '行业', '2014年度', '收入', '比重', '营业收入', '2015年', '主营业务收入', '设立', '期内', '报告', '变化', '解决方案']"
1791,6,7,"['氰胺', '化学原料', '行业', '石嘴山市政府', '上下游产业链', '氰胺类', '发布', '隶属于', '领军', '资源优势', '全国中小企业股份转让系统有限责任公司', '培育', '化学', '标准', '制品', '中国证监会', '挂牌公司管理型行业分类指引', '系列产品', '国民经济行业分类', '修订', '制造业', '重点', '上市公司行业分类指引', '2011', '2012年', '制造', '企业', '研发', '销售', 'GB', 'T4754', 'C2619']"
1792,6,3,"['润滑油', '调和', '车辆', '分装', '车用', '工业', '劲普', '油立方', '麻纺', '为元', '地区', '润滑脂', '私家车', '513', '东三省', '鲜明', '出租车', '121', '458', '电力企业', '销售', '大型', '发电设备', '食品行业', '历年', '采矿', '山西', '农业机械', '内蒙古', '自有品牌', '主营业务收入', '稳固']"
1793,4,3,"['玻璃钢', '玻璃钢储罐', '共获', '64项', '江西省玻璃钢工业协会', '玻璃钢夹砂管道', '塔器', '输油管', '挤拉', '冷却塔', '无机玻璃钢', '净化槽', '沼气池', '玻璃钢管道', '集团型', '通风管道', '玻璃钢制品', '贮罐', '会长', '模压', '格栅', '套管', '电缆桥架', '安装', '风机', '江西省', '容器', '型材', '防腐', '十余年', '保温', '管道']"
1794,4,3,"['博世德', '能源', '成都环球中心', '成都博世德', '65分贝', '刷新', '纪录', '第二届中国创新创业大赛', '燃气轮机', '排气', '赛区', '降噪', '分布式', '二等奖', '天然气', '燃气', '总部', '四川', '动力', '高科技', '位于', '方案', '高效', '集成', '国际', '核心', '系统', '设计', '业务', '企业', '研发', '进']"
1795,9,0,"['排气', '岐管', '气缸垫', '隔热罩', '船舶机械', '化工机械', '密封件', '骨架', '密封', '顾客', '橡胶', '工程机械', '船舶', '发动机', '模具', '系列产品', '优势', '广泛应用', '汽车', '整体', '系统', '解决方案', '领域', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
1796,4,0,"['电触头材料', '合金', '电工材料', '铜基特种合金电触头材料', '空气开关', '直流接触器', '汽车电器', '隶属', '低压电器', '电工', '断路器', '复合', '家用电器', '特种', '新材料', '变更', '传统', '广泛应用', '制造', '发生', '成立', '领域', '研发', '销售', '交', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
1797,4,6,"['开门机', '出入口', '悬臂', '步进伺服电动机', '升降柱', '路障机', '道闸', '可编程控制器', '门禁系统', '设备', '停车场', '通道', '批准', '控制器', '原辅材料', '技术', '驱动', '管理', '管理软件', '安防', '零配件', '所需', '自动', '经营', '限定', '进口', '出口', '工商部门', '机械设备', '禁止', '商品', '智能化']"
1798,4,2,"['防雷', '雷电', '防护', '设计', '成立', '销售业务', '始终', '技术', '研发', '专注', '变化', '发生', '设备', '销售', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
1799,3,8,"['电子政务', '信息化', '政府', '构件', '基础', '技术创新', '自主', '知识产权', '魔方', '数以百计', '根本途径', '软件产品', '十个', '27项', '软件开发', '高度重视', '优势', '一贯', '之上', '领域', '建设', '特征', '广西', '湖南', '江西', '遍布', '传媒', '公安', '累计', '奠定', '广东', '政府部门']"
1800,3,8,"['垂直电商', '平台', '交易', '电子商务', '搜了网', '搜脉', '促成', '推广', '服务水平', '搜索', '信息', '综合', '沟通', '免费', '达成', '扩展', '客户端', '会员', '中小企业', '电商', '实力', '旗下', '竞争', '进一步', '一站式', '移动互联网', '运营商', '增值', '提升', '发布', '网络', '领先']"
1801,4,3,"['自行车亭', '公共自行车租赁系统', '候车亭', '宁波市', '2013', '重点', '连续', '市政', '站牌', '政府', '智能公交', '公共自行车', '智能', '两年', '成长性', '纳入', '扶持', '三年', '优质产品', '目录', '骨干企业', '企业', '培养', '家具', '2015', '设施', '评为', '高科技', '现代化', '支持', '城市', '单位']"
1802,6,0,"['硅橡胶', '有机', '有机硅室温胶', '导热硅脂', '室温硫化硅橡胶', '单组份', '硅油', '双组份', '瑞士', '电子电器', '欧盟', '简称', '质量管理体系认证', '2008', '美国', '多项', '检测', '一体', '高新技术企业', '研发', '销售', '集', '类', 'ISO9001', 'UL认证', 'SGS', 'RoHS', 'Reach', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
1803,3,9,"['挂号', '超过', '互联网', '医疗', '000万', '就医', '160', '医院', '累计', '平台', '宁远科技', '网上预约挂号', '导医导诊', '诊中', '788家', '581家', '35万', '人次', '城市', '重度', '海口', '院感', '健康', '实名', '医疗软件', '2015年9月30日', '31个', '阿里巴巴', '合肥', '200多个', '100万', '新浪']"
1804,4,3,"['澎瀚机械', '工业阀门', '合金', '配件', '超低温', '管道配件', '长输', '止回阀', '工况', '场合', '截止阀', '闸阀', '蝶阀', '球阀', '海上', '电厂', '管线', '各类', '批准', '天然气', '阀门', '高温', '高压', '期内', '报告', '制药', '船舶', '石油', '自营', '装置', '机械设备', '化工']"
1805,4,10,"['实验室', '系统集成', '安静', '承包商', '整体', '环境友好', '舒适', '工艺技术', '规划设计', '灵活', '交付', '保养', '装修', '前期', '实验', '后期', '创建', '系统', '包含', '有机', '空间', '设计', '最终', '控制系统', '设备', '特种', '服务提供商', '服务商', '功能', '环境', '过程', '健康']"
1806,4,0,"['零部件', '智能', '汽车', '自动化', '柔性', '制冷', '新能源汽车', '空调', '电梯', '工程机械', '制造', '轨道交通', '装备', '生产线', '行业', '检测', '拓展', '集成', '供应商', '广泛应用', '整体', '解决方案', '设备', '研发', '销售', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
1807,10,8,"['公共关系', '品牌管理', '传播', '广告业务', '品牌传播', '品牌', '关系', '发挥', '作用', '提升', '阶段', '互动', '传统媒体', '快速消费品', '广告', '中国移动', '公关', '营销', '之间', '三个', '数字化', '信息', '业务', '影响力', '企业', '品质', '销售业务', '目标', '移动互联网', '中移电子商务有限公司', '电子券', '一般来说']"
1808,7,0,"['农副品', '生物工程技术', '肉牛', '牛肉', '良种', '育肥', '有机肥', '批准', '购销', '繁育', '交流', '政策', '深加工', '制品', '后方', '须经', '依法', '部门', '活动', '加工', '国家', '项目', '开发', '经营', '销售', '产', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
1809,10,6,"['摄制', '不含', '广播', '电视节目', '制作', '电影', '数据处理', '批准', '厨房用具', '小饰品', '卫生间', '用具', '棋牌', '杂货', '照相', '广告宣传', '银行卡', '礼品', '云计算数据中心', '日用', '文化用品', '全媒体', '活动', '组织文化', '艺术交流', '工艺品', '承办', '中介', '易制毒化学品', '会议', '一类', '节能环保']"
1810,6,9,"['磨棒', '钢锻', '耐磨钢', '研磨介质', '粉磨', '选矿', '电厂', '省份', '矿山', '一种', '批准', '水泥厂', '铅锌矿', '铝土矿', '20毫米', '200毫米', '球及', '12万吨', '耐磨球', '钢棒', '第04010017号', '用于', '金矿', '化工厂', '14条', '蒙古国', '钢球', '兴华', '492', '铜矿', '消耗品', '智利']"
1811,4,1,"['白酒', '整厂', '包装生产线', '安装', '酿造', '酒类', '调味品', '日化', '能为', '配置', '制造', '工程设计', '售后服务', '调试', '经审计', '一站式', '生产线', '比重', '2013年', '用户', '整体', '2014年', '营业收入', '2015年', '主营业务收入', '设立', '变化', '解决方案', '发生', '设备', '研发', '销售']"
1812,8,0,"['漕河镇工业园', '000平方米', '山东省', '济宁市', '兖州区', '兖州市', '1500万元', '160余', '位于', '营养保健食品', '区内', '职工', '建筑面积', '生物技术', '占地', '23', '36', '注册资本', '技术人员', '15', '贸易', '现代化', '现有', '医疗', '工程', '高新技术企业', '研发', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
1813,6,3,"['线材', '活塞环', '弹簧', '精密', '合金', '合金棒', '槽钢', '冷加工', '石油设备', '合金钢', '减震器', '合金材料', '汽车', '精密机械', '通风', '有利于', '工业化', '工艺流程', '各类型', '发电机组', '型材', '热处理', '数控', '有色金属', '适用于', '复合材料', '高精度', '发动机', '新产品', '设计', '设备', '新型']"
1814,7,0,"['畜禽', '肥肝', '饲料', '肉制品', '养殖', '加工', '白山', '雪雁', '速冻肥肝', '野生动物', '鸭肉', '疫病', '熟食', '防治', '农副产品', '原辅材料', '所需', '深加工', '工商部门', '本公司', '系列产品', '核准', '优质', '进出口', '销售', '经营范围', '业务', '鸭', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
1815,4,10,"['程控', '绕线', '自动', '张力', '张力控制系统', '充磁', '工艺', '设备', '13项', '关键技术', '测量', '直销', '维修服务', '2005年', '自主创新', '专利技术', '实时', '显示', '零配件', '利润', '解决方案', '领先地位', '环节', '获取', '技术支持', '产品销售', '采用', '配套', '模式', '优势', '经验', '研发']"
1816,6,10,"['高新区经济开发区', '浒关化工工业园', '珍惜', '减废省', '面向未来', '风景秀丽', '学习型', '恪守', '苏州市', '座落', '印染', '精细化工', '创新型', '道路', '努力', '化学品', '构建', '秉承', '化工', '医药', '电子', '企业', '环保', '大型', '资源', '汽车', '一体', '发展', '解决方案', '行业', '研发', '销售']"
1817,5,9,"['试验', '药物', '毒性', '研究', '评价', '安全性', '非临床安全性评价', '药代动力学', '体内', '实验', '专业技术', '反复', '遗传毒性试验', '致癌', '毒代动力学试验', '小鼠', '大鼠', '豚鼠', '非人灵长类动物', '非临床药代动力学', '揭示', '动态变化', '阐明', '排泄', '为经', '单次', '免疫原性', '依赖性', '动力学', '国家食品药品监督管理总局', '局部', '代谢']"
1818,4,6,"['技术咨询', '技术', '智能配电网', '研发', '自动化', '输电', '配电自动化', '环境监测', '销售', '批准', '变电站', '电力系统', '工程技术', '发电', '电网', '建筑智能化', '计算机软件', '监测', '设备', '能源', '工程施工', '工商部门', '信息技术', '大数据', '智能化', '过程', '控制', '电力', '核准', '后方', '须经', '依法']"
1819,4,5,"['专用设备', '探头', '制造业', '转炉', '炼钢', '所处', '复合', '细分行业', '冶金', '系统', '行业', '研发', '销售', 'C35类', '副', '枪', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
1820,3,9,"['流媒体', '法院', '远程', '视频', '同步', '流媒体技术', '政法', '可视化管理', '直播', '核心技术', '大规模', '互联', '应急', '智能', '云平台', '网络', '行业', '执行', '南京怀业信息技术股份有限公司', '爆发力', '审判', '开庭', '立案', '信访', '云媒体', '北京怀业信息技术有限公司', '2016年4月13日', '初建', '处于', '先导者', '面对面', '社会工作']"
1821,6,0,"['药剂', '环保', '污水处理', '危险', '化学品', '设施', '专用', '批发', '监控化学品', '环境污染', '环境保护', '再生', '水处理', '交流', '制造', '化工产品', '专用设备', '技术咨询', '利用', '施工', '技术开发', '材料', '工程', '运营', '经营范围', '设备', '研发', '销售', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
1822,6,3,"['乳品', '瓶装', '合作伙伴', '包装', '饮用水', '石化', '领域', '光明乳业', '伊利股份', '新希望乳业', '农夫山泉', '中国烟草', '行业', '拜耳', '涵盖', '拉伸', '一线品牌', '烟草行业', '巴斯夫', '套管', '包装用', '优质产品', '力求', '烟草', '广阔', '声誉', '空间', '新产品', '成熟', '开拓', '下游', '知名']"
1823,4,0,"['活塞', '组合式', '压缩机', '发动机', '大缸径钢顶铁裙', '钢顶', '铁球', '船用柴油机', '薄壁', '大型', '内燃机', '机车', '工程', '发电机组', '燃气', '始终', '应用于', '发生变化', '整体', '设立', '成立', '销售', '铝', '裙', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
1824,6,9,"['载带', '片材', '股份', '薄膜', '电子元器件', '中小企业', '对象', '消费', '转让', '手挽袋', '所属', '标牌', '修订', '画册', '酒盒', '液晶电视', '电子', '书刊', '贴装', '合成树脂', '11101410', '母粒', '纸盒', '材料', '中国', '封装', '2002', '改性塑料', '纸制品', '工业企业', '初级', '塑料制品业']"
1825,7,3,"['肉鸡', '养殖', '饲料', '平均', '肉种鸡', '存栏', '父母', '规模', '一百余户', '170万羽', '790万羽', '700万羽', '商品', '2015年3月31日', '10万套', '种鸡', '出栏', '浙江省农业科技', '养殖户', '000吨', '57', '养殖基地', '骨干', '建有', '期内', '报告', '两大', '浙江省', '生产能力', '省级', '龙头企业', '农业']"
1826,3,8,"['分析', '客流', '视频', '商业', '公共交通', '系统', '实体', '方式', '旅游', '线下', '零售', '客流量', '数据报表', '大数据', '客流统计', '百货商场', '探讨', '数据', '自我', '多维度', '推广', '样本', '营造', '景区', '生态环境', '为载体', '呈现', '综合体', '可视化', '统计', '数据服务', '连锁']"
1827,7,5,"['褐蘑菇', '白蘑菇', '双孢菇', '食用菌', '中高档', '香港', '广州', '深圳', '北京', '种植', '上海', '地区', '市场', '期内', '报告', '变化', '发生', '研发', '销售', 'Portabella', 'Agaricusbisporus', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
1828,3,9,"['宽带接入', '无线网络', '中国电信', '系列产品', '试点', '业务', '省市', '能力', '电信', '926', '225', '国际电信', 'wlan多网', '无源器件', '配套类', '宽带接入网业务开放试点方案', '民间资本', '北京裕源大通有限公司', '持续', '运营商', '570', '下发', '日趋完善', '覆盖', '230', '2014年底', '企业', '技术', '118', '市场潜力', '值得', '178']"
1829,10,8,"['代理服务', '广告投放', '宣传', '报刊', '梳理', '传统媒体', '资源', '效应', '品牌价值', '受众', '微博', '全媒体', '户外广告', '微信', '借助', '投放', '新媒体', '电视', '定制化', '分析', '媒体', '方案', '策划', '整合', '提高', '提升', '内容', '品牌', '需求', '成立', '行业', '链']"
1830,5,0,"['活疫苗', '疫苗', '动物', '胚毒', '灭活疫苗', '畜用', '禽用', '细菌', '细胞毒', '猪瘟活疫苗', '兔源', '15个', '批文', '兽用', '8个', '兽药', '签署日', '生物制品', '是集', '说明书', '申请', '一体', '销售', '企业', '研发', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
1831,4,3,"['变频器', '塔吊', '电解电容', '包材', '深圳市腾飞诺科技有限公司', '兴海特电气技术有限公司', '伦特', '低压变频器', '车床', '机箱', '外壳', '风机', '各个领域', '芯片', '水泵', '辅料', '物品', '厦门', '6项', '机床', '陶瓷', '电梯', '造纸', '深圳', '齐全', '3项', '经销商', '注重', '软件著作权', '利润', '授权', '设备']"
1832,3,6,"['定位', '电子产品', '杭州市市场监督管理局', '位置服务', '移动网信息服务业务', '计算机网络系统', '报经', '合法', '无需', '第二类', '增值电信业务', '许可经营项目', '互联网信息服务', '五金交电', '通讯设备', '浙江省', '经营项目', '车辆', '审批', '手机', '主营', '监控', '机械设备', '零售', '批发', '配件', '技术咨询', '集成', '业务', '计算机', '技术开发', '信息']"
1833,3,10,"['利用计算机', '系统集成', '检索', '信息', '零售业', '软件', '收集', '服务行业', '存储', '解决方案', '应用领域', '信息技术服务业', '运输', '通信', '信息技术', '批发', '电子产品', '所属', '专业化', '利用', '配套', '供应商', '研究', '网络', '整体', '活动', '加工', '行业', '业务', '技术', '销售', '指']"
1834,5,1,"['环球药业', '耳用制剂', '盐酸安妥沙星片', '优朋', '厄贝沙坦片', '若朋', '盐酸丙卡特罗片', '可朋', '乳酸左氧氟沙星氯化钠注射液', '葡萄糖注射液', '口服溶液剂', '化学药品', '多条', '注射剂', '胶囊剂', '原料药', '片剂', '5月', '比例', '生产线', '2013年度', '2014年度', '营业收入', '2015年', '主营业务收入', '高新技术企业', '期内', '报告', '变化', '发生', '研发', '销售']"
1835,4,9,"['幕墙', '门窗', '天津市', '建筑门窗', '2009年', '2010年', '企业', '金属幕墙', '中信地产', '华润置地', '融科智地', '天房融创置业', '星河集团', '断桥铝型材', '北京和平铝业有限公司', '广东坚朗五金制品股份有限公司', '诺托', '弗朗克', '乐金华奥斯贸易', '唐山海螺型材有限责任公司', '广东兴发铝业有限公司', '天津门窗幕墙钢结构协会', '前五强', '断桥铝门窗', '木门窗', '天津分公司', '148', '万科地产', '保利地产', '碧桂园', '等奖项', '十分明确']"
1836,3,8,"['摄像头', '安眼云', '慧店商超云', '视频', '平台', '连锁', '观看', '安防', '管理类', '使用者', '增值', '商户', '免费', '商业模式', '实时', '监控', '商业', '悠络客', '云回', '回放', '互联网化平台化', '客流统计', '巡店', '智能视频监控', '效能', '云计算服务', '底层', '制造厂商', '营运', '算法', '基础', '付费']"
1837,4,10,"['养殖', '系统', '规模化', '大中型', '栏位', '污粪', '控系统', '饲喂', '子系统', '养猪', '养殖场', '畜牧', '系统性', '通风', '集合', '输送', '技术培训', '饲料', '设备', '定位', '目标', '规划', '电子', '提供商', '企业', '配套', '安装', '一体', '国内', '解决方案', '设计', '行业']"
1838,4,3,"['剑杆', '毛巾', '双层', '织机', '织造', '割绒织机', '地毯织机', '剑杆织机', '家纺', '面料', '数控织造机械', '织造业', '残次品', '花型', '用于', '相较', '20余种', '提高', '企业', '劳动力', '废料', '织物', '四大类', '节约', '相比', '生产效率', '附加值', '程度', '纺织', '商标', '操作', '盈利']"
1839,4,3,"['液压', '油缸', '3项', '实用新型专利', '专利', '发明专利', '伺服作动器', '液压泵', '31项', '液压阀', '32项', '各个方面', '上海市', '可为', '元件', '厂家', '主导产品', '质量体系', '1项', '高新技术', '分布', '转化', '成果', '申请', '阶段', '认定为', '2008', '节能', '高效', '认证', '用户', '先进']"
1840,3,5,"['大数据', '运维', '产品代理', '服务供应商', '应用服务', '影响力', '价值', '分析', '集成', '企业', '用户', '积累', '国内', '解决方案', '领域', '研发', 'IT运维', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
1841,8,3,"['营养品', '母婴类', '婴童', '护肤品', '化妆品', '低温萃取', '喷雾干燥', '冷冻干燥', '孕妇护肤品', '国产保健食品批准证书', '深圳市市场和质量监督管理委员会', '月子', '食品流通许可证', '着手', '孕妇', '产后', '多方面', '把控', '调理', '近十年', '国家食品药品监督管理局', '多渠道', '女性', '上网', '核发', '双重', '高附加值', '机制', '前沿', '全国各地', '领导者', '配方']"
1842,9,9,"['零件', '汽车', '产品质量', '管理体系', '自润滑轴承', '传力杆', '汽车座椅零配件', '亮点', '爆发性', '更强大', '更合理', '零部件', '金属粉末', '汽车座椅', '奇瑞', '奋发向上', '更可靠', '高难度', '注射成型', '东风日产', '年限', '回款', '看好', '能使', '长城', '较长', '体系', '粉末冶金', '一汽大众', '产品成本', '周到', '形状']"
1843,3,0,"['智能', '定制', '软件产品', '数据分析系统', '开发', '应用于', '火电', '软件', '自主', '光伏', '实时', '企业管理', '新能源', '信息安全', '手机', '监控', '交通', '服务商', '电力', '信息化', '网络', '综合', '需求', '管理', '行业', '销售', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
1844,6,3,"['粉末涂料', '一流', '聚酯树脂', '海内外', '引进', '进一步', '一九八五年二月', '饱和聚酯树脂', '诚邀', '共创', '中外合资企业', '辉煌', '明天', '荷兰', '加盟', '寻求', '瑞士', '粉末', '专业人才', '股份制', '国际标准', '第一家', '英国', '化工行业', '法国', '需求', '追求', '配方', '技术', '第一', '仪器', '选择']"
1845,3,2,"['航运', '协同', '电商', '大数据', '物流', '服务商', '供应商', '平台', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
1846,10,5,"['广东圣火传媒发展有限公司', '深入化', '实效性', '公关活动', '动作', '品牌传播', '营销策划', '执行', '传播', '综合性', '全方位', '机构', '具备', '团队', '营销', '推广', '品牌', '经验', '市场', '企业', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
1847,4,3,"['冷轧机', '冶金', '平整', '组等', '六辊', '十八辊', '二十辊', '二十余条', '拉矫机', '机组', '资深', '河北', '遍布', '江苏', '天津', '机电设备', '山东', '领先水平', '成套设备', '浙江', '国内', '业内', '国家级', '精密', '调试', '快速', '处于', '生产线', '具备', '集成', '提供商', '安装']"
1848,11,0,"['物流', '郴州市', '供应链采购', '综合', '首家', '装卸', '以此', '整车', '供应链', '创造', '立足于', '运输', '价值', '仓储', '增值', '货物', '认证', '2012年', '基础', '国家', '成立', '业务', '企业', 'AAAA级', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
1849,7,3,"['花卉', '养殖', '农业', '园艺', '水产', '繁育', '绍兴市市场监督管理局', '水生', '绿化植物', '鱼虾', '苗种', '重点保护', '租摆', '循环水', '野生动物', '名贵', '观光', '海水', '研究', '销售', '工厂化', '种苗', '推广应用', '室内', '工艺技术', '农产品', '经营范围', '苗木', '培育', '生态', '收购', '展示']"
1850,10,8,"['用户', '地宝网', '生活', '分类广告', '房企', '婚纱', '共赢发展', '情感', '南昌', '生成', '数字媒体', '出发点', '三方', '社交网络', '管家', '卖场', '门户网站', '摄影', '网络媒体', '分享', '自助', '商家', '匹配', '交流', '多媒体', '装修', '互联网广告', '银行', '建材', '网站', '互动', '消费']"
1851,4,2,"['海洋工程', '船用', '配套', '设备', '技术', '研发', '销售', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
1852,7,9,"['甲鱼', '饲料', '乌龟', '膨化', '水产饲料', '全国', '更具', '容量', '销售量', '生产效率', '品牌知名度', '销量', '市场占有率', '高校', '技术水平', '方法', '养殖', '特种', '产品质量', '虾蟹', '防病性', '杭州市养鳖行业协会', '21万吨', '审字会', '00642号', '775', '大信会计师事务所', '第3', '339', '237', '粉料', '十余个']"
1853,4,3,"['应急', '消防', '消防产品', '处置', '救援', '家用', '过滤式', '自救呼吸器', '中国应急产业展览委员会', '2012年9月12日', '灭火器', '产业', '防护用品', '灭火', '职能部门', '洞察力', '敏锐', '目录', '摩托车', '雄厚', '品牌知名度', '架构', '资格', '技术实力', '保养', '指导', '两大类', '防护', '内部', '领先地位', '颁发', '研发']"
1854,6,9,"['保温', '隔热材料', '鹏远新材', '常州联科', '隔热', '建筑', '初级', '包装材料', '新型', '鹏博', '编织布', '阻隔', '复合膜', '全资子公司', '包装', '机械设备', '产品系列', '市场', '销售', '日常', '所需', '深加工', '原材料', '开拓', '抗拉', '防氧化', '横纵', '严密', '杭州鹏博包装材料有限公司', '涂塑', '铝膜', '鹏博包装所']"
1855,10,8,"['特色', '前期', '投放', '电视', '媒介', '品牌', '符合', '精准', '平台', '广告', '企业', '品牌设计', '媒介购买', '广告宣传', '吸引', '代理服务', '品牌形象', '为其', '宣传', '知名度', '设计', '定位', '媒体', '提升', '优势', '资源', '代理', '咨询', '需求', '市场', '业务', 'UNKNOWN']"
1856,4,0,"['机床', '数控', '电火花线切割', '电火花', '技术升级', '切削', '成形', '2002年', '专门从事', '改造', '特种', '金属', '定制化', '专用', '维修', '专业化', '研发', '设立', '需求', '高新技术企业', '销售', '制造', '变化', '发生', '设计', '成立', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
1857,8,5,"['经营权', '医疗器械', '北京市海淀区食品药品监督管理局', '北京市食品药品监督管理局', '医疗用品', '备案', '销售业务', '各类', '批准', '设备', '企业', '销售', 'III类', 'Ⅱ', '类', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
1858,6,3,"['医药中间体', '化工产品', '新材料', '化工类', '复杂化', '生产部', '达成协议', '经由', '贸易公司', '安排', '外资', '单体', '初级', '符合国家', '主动', '产业政策', '精细', '医药企业', '制备', '销往', '交付', '精细化工', '之初', '提出', '协助', '发展', '包含', '流程', '开拓', '方向', '专用', '医药']"
